CODIGO_ARTICULO;ARTICULO;Presentacion;COD_GRUPO;GRUPO;CODIGO_SUBGRUPO;SUBGRUPO;CODIGO_FAMILIA;FAMILIA;EMBALAJE;CatCod;categoria;SubCatCod;subcategoria
172168;PEDIGREE ADULTOS 420 GR;"25 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-261;SECO;172-261-1229;ADULTOS RAZAS GRANDES;25;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172169;PEDIGREE NUTRI-DEFENSE ADULTOS 1 KG;10 UND X BULTO;172;MASTER FOODS COLOMBIA;172-261;SECO;172-261-1229;ADULTOS RAZAS GRANDES;10;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172203;PEDIGREE VIDA PLENA SENIOR 3 KG;5 UND X BULTO;172;MASTER FOODS COLOMBIA;172-261;SECO;172-261-1231;SENIOR;5;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172253;PEDIGREE DIGESTY SNACKS 200G;"24 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-267;SNACK C&T;172-267-1401;SNACK;24;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172254;PED GALLETA BISCUIT X 100 GR RAZA PEQU;"12 UND X 100 GR                                             ";172;MASTER FOODS COLOMBIA;172-267;SNACK C&T;172-267-1401;SNACK;12;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172255;PED GALLETA BISCUIT MINI X 100 GR CACHORROS;"12 UND X 100 GR                                             ";172;MASTER FOODS COLOMBIA;172-267;SNACK C&T;172-267-1401;SNACK;12;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172264;PED RODEO POLLO 70 GR (DPX10UND);"20 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-267;SNACK C&T;172-267-1401;SNACK;20;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;141;ANIMALES DOMÉSTICOS, MASCOTAS Y PARA PRÁCTICAS DEPORTIVAS: P
172268;PED DENTASTIX RAZ PEQ 15.7 GR (DPX20UND);"40 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-267;SNACK C&T;172-267-1401;SNACK;40;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;92;PRODUCTOS  PARA ANIMALES DOMÉSTICOS Y MASCOTAS, ACCESORIOS P
172269;PED DENTASTIX RAZ MED 180 GR (DPX8UND);"16 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-267;SNACK C&T;172-267-1401;SNACK;16;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;92;PRODUCTOS  PARA ANIMALES DOMÉSTICOS Y MASCOTAS, ACCESORIOS P
172270;PED DENTAXTIS RAZ PEQ 110 GR (DPX8UND);"16 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-267;SNACK C&T;172-267-1401;SNACK;16;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;92;PRODUCTOS  PARA ANIMALES DOMÉSTICOS Y MASCOTAS, ACCESORIOS P
172271;PED DENTAXTIS RAZ MED 25.7 GR (DPX18UND);"36 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-267;SNACK C&T;172-267-1401;SNACK;36;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;92;PRODUCTOS  PARA ANIMALES DOMÉSTICOS Y MASCOTAS, ACCESORIOS P
172301;PED CACHORROS POLLO 100G;"36 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-262;HUMEDO;172-262-1234;SOBRES;36;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172302;PED ADULTO POLLO 100 G;"36 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-262;HUMEDO;172-262-1234;SOBRES;36;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172303;PED ADULTO CARNE 100 G;"36 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-262;HUMEDO;172-262-1234;SOBRES;36;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172304;PED CACHORROS CARNE 100 G;"36 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-262;HUMEDO;172-262-1234;SOBRES;36;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172305;PED ADULTO RAZAS PEQUEÑ CARNE 100 G;"36 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-262;HUMEDO;172-262-1234;SOBRES;36;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172306;PED ADULTO RAZAS PEQUE POLLO 100G;"36 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-262;HUMEDO;172-262-1234;SOBRES;36;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172307;PED SOBRES SURTIDOS PAG3LLV4;"9 OF X CAJA                                                 ";172;MASTER FOODS COLOMBIA;172-262;HUMEDO;172-262-1234;SOBRES;9;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172351;PEDIGREE CACHORRO CARNE & POLLO 280G;"24 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-262;HUMEDO;172-262-1235;LATAS;24;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172353;PEDIGREE ADULTO POLLO 290 G;"24 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-262;HUMEDO;172-262-1235;LATAS;24;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172405;WHISKAS POLLO Y LECHE 1.5 KG;12 UND X BULTO;172;MASTER FOODS COLOMBIA;172-261;SECO;172-261-1233;GATITOS;12;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172435;WHISKAS PESCADO 1.5 KG;7 UND X BULTO;172;MASTER FOODS COLOMBIA;172-261;SECO;172-261-1233;GATITOS;7;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172436;WHISKAS GATITOS CARNE 1.4 KG;12 UND X BULTO;172;MASTER FOODS COLOMBIA;172-261;SECO;172-261-1233;GATITOS;12;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172437;WHISKAS CARNE ADULTO 700 GR;12 UND X BULTO;172;MASTER FOODS COLOMBIA;172-261;SECO;172-261-1233;GATITOS;12;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172438;WHISKAS CARNE ADULTO 1.5 KG;12 UND X BULTO;172;MASTER FOODS COLOMBIA;172-261;SECO;172-261-1233;GATITOS;12;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172441;WHISKAS POLLO ADULTO 1.5 KG;12 UND X BULTO;172;MASTER FOODS COLOMBIA;172-261;SECO;172-261-1233;GATITOS;12;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172443;WHISKAS CARNE ADULTO 180 GR;"15 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-261;SECO;172-261-1233;GATITOS;15;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172444;WHISKAS CARNE ADULTO PAG 8 LLV 9 KG;"1 BT X 9 KL                                                 ";172;MASTER FOODS COLOMBIA;172-261;SECO;172-261-1233;GATITOS;1;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172457;WHISKAS LATA CARNE EN SALSA 290 G;"24 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-262;HUMEDO;172-262-1235;LATAS;24;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172458;WHISKAS SOBRES X 85g SURTIDOS PAG3LLV4;"9 OF X CAJA                                                 ";172;MASTER FOODS COLOMBIA;172-262;HUMEDO;172-262-1234;SOBRES;9;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172461;WHISKAS POUCH POLLO 85 G;"40 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-262;HUMEDO;172-262-1234;SOBRES;40;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172462;WHISKAS SACHE ATUN 85 G;"40 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-262;HUMEDO;172-262-1234;SOBRES;40;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172463;WHISKAS POUCH CARNE 85 G;"40 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-262;HUMEDO;172-262-1234;SOBRES;40;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172464;WHISKAS POUCH SALMON 85 G;"40 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-262;HUMEDO;172-262-1234;SOBRES;40;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172465;WHISKAS SACHE GATITOS CARNE 85 G;"40 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-262;HUMEDO;172-262-1234;SOBRES;40;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172466;WHISKAS GATITOS POLLO 85 G;"40 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-262;HUMEDO;172-262-1234;SOBRES;40;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172471;WHISKAS POUCH X 85g SURTIDO PAG 5 LLV 7;"6 OF X CAJA                                                 ";172;MASTER FOODS COLOMBIA;172-262;HUMEDO;172-262-1234;SOBRES;6;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172472;PED RAZ PEQ POUCH X85g SURT PAG5 LLV7;"6 OF X CAJA                                                 ";172;MASTER FOODS COLOMBIA;172-262;HUMEDO;172-262-1234;SOBRES;6;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172501;M&MS CHOCOLATE SINGLE 1.69 OZ;9 DP X 36 UND;172;MASTER FOODS COLOMBIA;172-263;CHOCOLATES;172-263-1236;BARRAS SUELTAS;9;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172502;M&MS MANI SINGLE 1.74 OZ;8 DP X 48 UND;172;MASTER FOODS COLOMBIA;172-263;CHOCOLATES;172-263-1236;BARRAS SUELTAS;8;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172503;M&MS CHOCO MANI TUBO 1.08 OZ;"12 DP X 24 UDS                                              ";172;MASTER FOODS COLOMBIA;172-263;CHOCOLATES;172-263-1236;BARRAS SUELTAS;12;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172504;SNICKERS ALMENDRA SINGLE 1.76 OZ;"12 DP X 24 UDS                                              ";172;MASTER FOODS COLOMBIA;172-263;CHOCOLATES;172-263-1236;BARRAS SUELTAS;12;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172505;SNICKERS SINGLE 1.86 OZ;8 DP X 48 UND;172;MASTER FOODS COLOMBIA;172-263;CHOCOLATES;172-263-1236;BARRAS SUELTAS;8;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172506;TWIX CARAMELO 74RML SINGLE 1.79 OZ;10 DP X 36 UND;172;MASTER FOODS COLOMBIA;172-263;CHOCOLATES;172-263-1236;BARRAS SUELTAS;10;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172507;MILKY WAY SINGLE 1.84 OZ;10 DP X 36 UND;172;MASTER FOODS COLOMBIA;172-263;CHOCOLATES;172-263-1236;BARRAS SUELTAS;10;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172515;M&MS CHOCOLATE SINGLE 1.69 OZ  TAT;108 BOL X 3 UND;172;MASTER FOODS COLOMBIA;172-263;CHOCOLATES;172-263-1236;BARRAS SUELTAS;108;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172516;SNICKERS SINGLE 1.86 OZ TAT;128 BOL X 3 UND;172;MASTER FOODS COLOMBIA;172-263;CHOCOLATES;172-263-1236;BARRAS SUELTAS;128;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172517;MILKY WAY SINGLE 1.84 OZ TAT;120 BOL X 3 UND;172;MASTER FOODS COLOMBIA;172-263;CHOCOLATES;172-263-1236;BARRAS SUELTAS;120;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172518;M&MS MANI SINGLE 1.74 OZ - TAT;128 BOL X 3 UND;172;MASTER FOODS COLOMBIA;172-263;CHOCOLATES;172-263-1236;BARRAS SUELTAS;128;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172523;SKITTLES ORIGINAL SABORES - TAT;120 BOL X 3 UND;172;MASTER FOODS COLOMBIA;172-263;CHOCOLATES;172-263-1236;BARRAS SUELTAS;120;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172551;MILKY WAY FUN SIZE 6PK 3.36 OZ;"24 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-263;CHOCOLATES;172-263-1238;FUN SIZE;24;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172552;M&MS CHOCOLATE FUN SIZE 6PK 2.8 OZ;"24 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-263;CHOCOLATES;172-263-1238;FUN SIZE;24;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172554;SNICKERS FUN SIZE 6PK 3.40 OZ;"24 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-263;CHOCOLATES;172-263-1238;FUN SIZE;24;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172571;SKITTLES ORIGINAL SABORES;10 DP X 36 UND;172;MASTER FOODS COLOMBIA;172-265;CONFITERIA;172-265-1321;GOMAS DE MASCAR;10;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172572;EXTRA LONG LASTING FLAVOR MENTA;12 DP X 10 UND;172;MASTER FOODS COLOMBIA;172-265;CONFITERIA;172-265-1321;GOMAS DE MASCAR;12;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172573;EXTRA LONG LASTING FLAVOR MENTA VERDE;12 DP X 10 UND;172;MASTER FOODS COLOMBIA;172-265;CONFITERIA;172-265-1321;GOMAS DE MASCAR;12;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172574;EXTRA LONG LASTING FLAVOR SANDIA;12 DP X 10 UND;172;MASTER FOODS COLOMBIA;172-265;CONFITERIA;172-265-1321;GOMAS DE MASCAR;12;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172576;"DOUBLEMINT	";20X2DPX20UND;172;MASTER FOODS COLOMBIA;172-265;CONFITERIA;172-265-1321;GOMAS DE MASCAR;20;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172577;DOUBLEMINT- TAT;80 BOL X 10 UND;172;MASTER FOODS COLOMBIA;172-265;CONFITERIA;172-265-1321;GOMAS DE MASCAR;80;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172602;MILKY WAY MINIATURA PEG PACK 3.0 OZ;"12 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-263;CHOCOLATES;172-263-1237;MINIATURA;12;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172603;SNICKERS MINIATURA PEG PACK 4.4 OZ;"12 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-263;CHOCOLATES;172-263-1237;MINIATURA;12;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172651;M&MS MANI PEG PACK 5.3 OZ;"12 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-263;CHOCOLATES;172-263-1239;PEG PACK;12;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172652;M&MS MILK CHOC PEG PACK 5.3 OZ;"12 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-263;CHOCOLATES;172-263-1239;PEG PACK;12;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172940;GTS PEDIGREE ADULTOS 420 GR;"25 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-999;PREMIOS;172-999-9999;PREMIOS;25;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172942;GTS PEDIG NUTRI-DEF ADULT RAZ PEQ 1 KG;10 UND X BULTO;172;MASTER FOODS COLOMBIA;172-999;PREMIOS;172-999-9999;PREMIOS;10;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172943;GTS PEDIG NUTRI-DEFEN CACHORROS 1 KG;10 UND X BULTO;172;MASTER FOODS COLOMBIA;172-999;PREMIOS;172-999-9999;PREMIOS;10;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172947;GTS PEDIGREE ADULTO RAZAS PEQUE 450 GR;12 UND X BULTO;172;MASTER FOODS COLOMBIA;172-999;PREMIOS;172-999-9999;PREMIOS;12;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172950;GTS WHISKAS GATITOS POLLO 85 G;"40 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-999;PREMIOS;172-999-9999;PREMIOS;40;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
172953;GTS ATUN RALLADO EN ACEITE X 150 gr ALAMAR - MARSS;"48 UND X 150 GR                                             ";172;MASTER FOODS COLOMBIA;172-999;PREMIOS;172-999-9999;PREMIOS;48;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
172954;GTS DOUBLEMINT;800 UND X CAJA;172;MASTER FOODS COLOMBIA;172-999;PREMIOS;172-999-9999;PREMIOS;800;1;"ALIMENTOS Y VIVERES EN GENERAL ";9;AZÚCAR, MERMELADA, MIEL, PANELA, OTROS ENDULZANTES, CHOCOLAT
172956;GTS PH ELITE DUO ROLLAZO X1;"24 UDS X BTO                                                ";172;MASTER FOODS COLOMBIA;172-999;PREMIOS;172-999-9999;PREMIOS;24;7;PRODUCTOS DE ASEO PERSONAL, COSMETICOS Y PERFUMERIA;34;OTROS PRODUCTOS PARA EL ASEO PERSONAL (PAPEL HIGIÉNICO, TOAL
172994;GTS PED ADULTO CARNE 100 G;"36 UND X CAJA                                               ";172;MASTER FOODS COLOMBIA;172-999;PREMIOS;172-999-9999;PREMIOS;36;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;96;MATERIALES DE CONSTRUCCIÓN (ARENA, GRAVILLA GRAVA, PIEDRA, E
173013;PEDIGREE NUTRI-DEFENSE CACHORROS 2 KG;10 UND X BULTO;173;MASTER FOODS COLOMBIA STP;173-261;SECO;173-261-1227;CACHORROS;10;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
173015;PEDIGREE NUTRI-DEFENSE CACHORROS 7 KG;1 BTO X 7 KG;173;MASTER FOODS COLOMBIA STP;173-261;SECO;173-261-1227;CACHORROS;1;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
173016;PEDIGREE NUTRI-DEFENSE CACHORROS 20 KG;"1 BTO X 20 KLS                                              ";173;MASTER FOODS COLOMBIA STP;173-261;SECO;173-261-1227;CACHORROS;1;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
173017;PEDIGREE NUTRI-DEFENSE CACHORROS 1 KG;10 UND X BULTO;173;MASTER FOODS COLOMBIA STP;173-261;SECO;173-261-1227;CACHORROS;10;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
173103;PED VPROTECT ADULTO RAZAS PEQUE 2 KG;8 UND X BULTO;173;MASTER FOODS COLOMBIA STP;173-261;SECO;173-261-1230;ADULTO RAZAS PEQUEÑAS;8;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
173115;PEDIGREE ADULTO RAZAS PEQUE 450 GR;12 UND X BULTO;173;MASTER FOODS COLOMBIA STP;173-261;SECO;173-261-1230;ADULTO RAZAS PEQUEÑAS;12;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
173116;PEDIGREE NUTRI-DEF ADULT RAZAS PEQ 1 KG;10 UND X BULTO;173;MASTER FOODS COLOMBIA STP;173-261;SECO;173-261-1230;ADULTO RAZAS PEQUEÑAS;10;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
173117;PEDIGREE NUTRI-DEF ADULT RAZAS PEQ 20 KG;"1 BTO X 20 KLS                                              ";173;MASTER FOODS COLOMBIA STP;173-261;SECO;173-261-1230;ADULTO RAZAS PEQUEÑAS;1;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
173118;PEDIGREE NUTRI-DEF ADULT RAZAS PEQ 4 KG;5 UND X BULTO;173;MASTER FOODS COLOMBIA STP;173-261;SECO;173-261-1230;ADULTO RAZAS PEQUEÑAS;5;15;OTRAS MERCANCIAS PARA USO PERSONAL O DOMESTICO NO ESPECIFIC;91;ALIMENTOS PARA ANIMALES DOMÉSTICOS Y MASCOTAS
